,Unnamed: 0,기사요약
1061,1061,"""장애인 예산 문제에 답 안 주면 또 지하철 점거하겠다는 것, 맞는 대화법 아냐""""진중권 교수, 대중의 불편을 담보로 시위하는 방식에 대해 찬성하는지를 밝혀야"" ◆…이준석 국민의힘 대표 [출처=JTBC 뉴스룸 방송화면 갈무리]전국장애인차별철폐연대(전장연)가 4월 20일까지 장애인 권리예산 마련 요구에 대한 대통령직인수위원회의 답변이 없을 경우 다시 지하철 출근길 시위를 강행할 것이라고 주장한 데 대해 이준석 국민의힘 대표는 ""시한을 정해 이때까지 답 안 주면 또다시 지하철을 점거하겠다는 것은 맞는 대화법은 아니다""라고 비판했다오는 4월 20일까지 대통령직 인수위원회가 장애인 예산 문제에 대한 답이 없을 경우 다시 출근길 시위를 강행할 방침이다앞으로 이런 상황에서 대중의 불편을 담보로 해서 시위를 하는 방식에 대해 진중권 교수가 찬성하는지를 밝혀야 된다""고 맞받아쳤다"
1062,1062,"이준석 국민의힘 대표는 31일 MBC 라디오 김종배의 시선집중에 출연해 ""최대다수의 불편을 야기하면 우리 이야기를 들어주더라라는 식의 사회 시스템이 정립된다면 공공시설물 점거하는 시위는 늘어날 것""이라고 주장했다/이선화 기자이준석 국민의힘 대표는 31일 전국장애인차별철폐연대의 요구를 들어주는 것에 대해 ""공공시설물을 점거하는 시위들이 늘어날 것""이라고 주장했다이 대표는 이날 오전 출연한 MBC 라디오 김종배의 시선집중에서 ""'최대 다수의 불편을 야기하면 우리 이야기를 들어주더라'라는 식의 사회 시스템이 정립된다면 지하철 멈춰 세우는 양식의 시위 등이 늘어날 것""이라며 이같이 말했다이 대표는 또, 전장연측이 요구하는 장애인 탈시설과 각종 정책이 100% 옳은 것은 아니라고 규정하며 ""박원순 시장 시절에는 지하철 문에 휠체어를 끼워 넣고 운행 중지하는 시위 하지 않았는데 굉장히 톤이 달라졌다""고 비판했다오 서울시장이 들어서면서 이들의 시위 양상이 바뀌었다는 것이다"
1063,1063,"전장연은 지하철역 엘리베이터 설치, 저상 버스 도입 등에 필요한 ‘장애인권리예산’ 국회 통과를 요구하면서, 작년말부터 출퇴근 시간대 지하철 운행을 길게는 1시간씩 방해하는 방식의 시위를 벌여오다 최근 일시 중단한 상태다5일 이준석 당대표실 관계자는 “오는 13일 오후 3시 JTBC에서 박경석 대표와 토론을 하기로 했다”며 “형식은 일대일이고, 사회자는 JTBC에서 정하는 걸로 했다”고 밝혔다앞서 전장연은 장애인 이동권 보장 등을 요구하며 지난해 말부터 지난 28일까지 26차례 지하철 승하차 시위를 벌였다"
1064,1064,[최혜영 의원 페이스북][헤럴드경제=배두헌 기자] 박홍근 원내대표를 비롯한 더불어민주당 국회의원들이 오는 6일 휠체어를 타고 대중교통을 이용해 국회에 출근하는 ‘휠체어 출근 챌린지’에 참여한다5일 민주당에 따르면 박 원내대표를 비롯한 국회의원 10여명은 같은 당 최혜영 의원이 제안한 이 같은 ‘휠체어 챌린지’에 참여하기로 했다주로 SNS 위주로 전장연과 대립하는 이준석 대표와 달리 민주당은 현장에서 소통하고 행동으로 실천하는 방식으로 장애인 이동권 문제를 접근해보겠다는 취지다
1065,1065,"이준석 국민의힘 대표■ 인용보도 시 프로그램명 'JTBC 뉴스룸'을 밝혀주시기 바랍니다그렇다면 만나실 계획이 있습니까?[이준석/국민의힘 대표 : 저는 우선 불법적인 시위를 한 것에 대해서는, 전장연이 시위 양상을 바꾸기로 한 것에 대해서는 환영의 의사를 밝혔습니다[이준석/국민의힘 대표 : 저는 4월 20일이라고 이분들이 시한을 정해서 말하는 것도 좀 당황스럽고 그날이 장애인의 날인 것은 알고 있지마는 어쨌든 저희가 선거 과정에서도 보면은 교통공약 같은 것들도 이분들이 이동권을 이야기하시지만, 이동권 공약 같은 경우에는 저희가 저상버스 공약이라든지 아니면 광역 교통수단에 있어서는 리프트 설치라던지 이런 것들 더 적극적으로 했고 그리고 그 공약을 입안한 사람이 저입니다그런데 이제 공당의 대표, 특히 곧 집권하게 될 여당의 대표가 볼모 혹은 공권력을 언급하면서 이걸 무력화해야 된다는 취지의 언급을 한 것은 혹시라도 혐오를 조장할 수 있다는 생각은 진작에 안 해보셨습니까?[이준석/국민의힘 대표 : 저는 혐오라는 단어가 굉장히 무겁게 써야 되는 단어인데 우리나라에서는 장애인에 대해서 어떤 것을 언급했을 때 장애인들의 시위 양식 방식에 대해 가지고 지적했을 때 그게 혐오라는 단어로 되돌아오는 것은 그거야말로 과잉이라 생각합니다근데 그러면 이것을 통해서 야기하고자 하는 것은 전혀 이 문제에 대해서 책임이 없는 일반 시민의 불편함이고 그걸 바탕으로 지렛대 삼아서 정치권과 협상을 하겠다는 것인데, 이것은 앞으로 받아들여졌을 때 꼭 전장연이 아니라고 하더라도 공공 대중 운영 시설의 운행이나 이런 것을 정지시키는 방식으로 만약 시위를 하게 된다고 그러면 큰 사회 혼란이 있을 수 있습니다[이준석/국민의힘 대표 : 그래서 제가 이야기했던 것을 살펴보면요전장연 같은 경우에는 지금 같은 경우에 아까 출입문에 휠체어를 끼워 넣고 운행을 중지하도록 하는 방식이 되어 있는데 제가 그래서 서울 교통 공사와 경찰이 이야기했던, 경찰은 이미 배치가 되어 있습니다][앵커]이준석 당대표의 페이스북 글들에 대해서 여러 의견들이 있습니다[이준석/국민의힘 대표 : 저는 뭐 진중권 교수가 저런 글을 썼다고 해서 저게 정론은 아닐 것입니다저도 진중권 교수와 토론을 많이 했지마는 그럼 앞으로 이런 상황에서 대중의 불편을 담보로 해 가지고 시위를 하는 방식에 대해서 진중권 교수가 찬성하는지를 밝혀야 됩니다그런데 그게 아니라 지금까지 이 논쟁에 있어가지고 저는 시위 방식이 이렇게 되어선 안 된다 시위 중지하라 라고 SNS상으로 제 입장을 명확히 밝혔고 거기에 대해가지고 응답하길 기대했던 겁니다[이준석/국민의힘 대표 : 그런데 경청이라는 것이요이게 선거 과정에서 구상했던 방향하고 같은 방향입니까?[이준석/국민의힘 대표 : 다른 방향입니다이준석 국민의힘 대표였습니다"
1066,1066,"전국장애인차별철폐연대(전장연) 회원들이 28일 서울 종로구 경복궁역 3호선에서 장애인 이동권 보장·장애인 권리예산 반영을 요구하기 위해 열린 지하철 시위 '출근길 지하철 탑니다'를 위해 탑승하고 있다대통령직인수위원회 사회복지문화분과 위원들이 전국장애인차별철폐연대(전장연) 활동가들와 전격 만남을 가진 직후 이어진 시위는 기존의 승·하차 형식이 아닌 승차로만 진행돼 열차 지연이 발생하지 않았다박경석, 최용기 전장연 상임공동대표는 29일 오전 7시40분경 서울 지하철 3호선 경복궁역 회의실에서 임이자 인수위 사회복지문화분과 간사와 김도식 인수위원과 약 30분간 회동했다그러나 인수위가 구체적인 답변을 내놓지 않자, 시위를 재개한 것이다논쟁이 격화되면서 장애인 이동권 확대 문제에 대한 시민들의 관심도 커지고 있다"
1067,1067,"국민의힘 이준석 대표가 전국장애인차별철폐연대와 각을 세우며 '장애인 혐오' 논란이 벌어지고 있는 가운데, 더불어민주당 의원들이 내일 휠체어를 타고 출근길에 오르기로 했습니다"
1068,1068,"com오세훈 서울시장이 장애인 이동권 보장을 위한 지하철 승하차 시위를 벌이고 있는 전국장애인차별철폐연대(전장연)를 향해 “시민들이 대중교통 이용할 때 발 구르는 일이 없도록 지하철 출퇴근 시위를 조금 자제해달라”고 요청했다그러면서 “그간의 투쟁 덕에 사회적 분위기도 성숙했고, 서울만 하더라도 예산을 배정하면서 3∼4년만 지나면 거의 99% (엘리베이터) 설치가 되는 만큼, 시간을 꼭 맞춰서 출퇴근하시거나 약속장소 가시는 분들에게 유무형의 피해가 더 이상 발생하지 않도록 지하철 출퇴근 시위를 조금 자제해주시면 시민분들이 응원하실 것”이라고 덧붙였다앞서 국민의힘 이준석 대표는 자신의 페이스북에서 전장연을 향해 “문재인 정부 하의 박원순 시정에서 장애인 이동권을 위해 했던 약속들을 지키지 못했다는 이유로 오 시장이 들어선 뒤 지속적으로 시위를 하는 것은 의아한 부분”이라고 말했다"
1069,1069,이 대표가 전장연의 출근길 지하철 시위를 비판했다가 '약자 혐오'란 역풍에 직면하자 선량한 시민들의 권리가 침해되는 것은 온당하냐고 재반박하는 식의 논쟁이 일주일째 이어지고 있다장애인의 이동권도 중요하지만 시민들이 출근길 지하철에서 불편을 겪지 않을 권리도 중요하다는 것이다시민들의 출근길 이동권은 중요한가?이 대표는 둘의 권리가 온전히 지켜질 수 있다는 전제 하에 전장연을 비판한다시민들의 이동권을 침해하지 않으면서 시위할 수 있다는 것이다전장연의 시위로 단 한 번의 불편도 겪지 않은 이들도 전장연을 향한 분노에 동참한다
1070,1070,전국장애인차별철폐연대(전장연)는 29일 오전 7시40분부터 약 30분간 서울 지하철 3호선 경복궁역 회의실에서 인수위 사회복지문화분과 임이자 간사(국민의힘 의원)와 김도식 인수위원(서울시 정무부시장)과 만나 요청안을 전달했다임 간사는 면담에서 “(전장연 측이 요구한) 12대 정책 제안과 40대 과제를 중기적으로 검토하고 여러 부처가 논의하고 있다”며 “출근길에 (시위를) 하고 계신 만큼 절박하고 권리를 쟁취하기 위한 부분은 이해한다”고 말했다대통령직 인수위원회 사회문화복지분과 임이자 간사와 김도식 인수위원 등이 29일 오전 서울 지하철 3호선 경복궁역 내 서울교통공사 영업사업소 회의실에서 박경석 전국장애인차별철폐연대 공동 대표 등과 면담을 하고 있다인수위 사진기자단     이날 회의에 참석한 박경석 전장연 공동 대표는 “법에 명시되어 있는 장애인 이동권 문제를 20년 동안 기다렸지만 권리가 지켜지지 않았다”며 “정권의 문제가 아니라 여야가 시급하게 풀어야 할 중요 과제로 방향을 잡아달라”고 요구했다전장연은 이 자리에서 단체의 시위를 연일 비판한 이준석 국민의힘 대표를 겨냥해 “객관적 사실을 왜곡했다”며 공식 사과를 요구하기도 했다한편 같은 시간 전장연 소속 회원들은 경복궁역 승강장에서 기자회견을 진행했다
1071,1071,"&lt;장혜영 정의당 의원&gt;- 윤석열, 장애인 권리 보장에 입을 꾹 닫고 있어 - 이준석, 장애인 시위 관련 발언을 사과해야 해- 인수위, 장애인 위한 구체적인 예산을 약속해야 할 것 9Mhz / 평일저녁 6시5분~8시)■ 출연자 : 장혜영 정의당 의원☏ 진행자 &gt; 여러분의 목소리를 세상에 전해드리는 &lt;라디오 신문고&gt; 시간입니다어떤 이유로 함께 하신 건가요?☏ 장혜영 &gt; 장애인들의 권리를 보장하는 예산을 보장하라는 요구를 지속하고 있는 지하철 시위를 통해서 제기돼 있는 사안을 이제는 정치적으로 해결해야 한다는 걸 촉구하기 위해서 참여를 했습니다☏ 진행자 &gt; 말씀하신 대로 국민의힘 이준석 대표가 이번 장애인 시위에 강한 반대 목소리를 내고 있고요공당의 대표라는 역할은 시민들이 겪고 있는 차별에 대해서 기본적으로 공감하고 그것을 개선하는 책무가 있는 것이지 그런데 오히려 이준석 대표의 그 말씀은 약자에 대한, 그리고 시위라고 하는 우리 헌법에 보장돼 있는 의사표현 그 자체에 대한 낙인과 편견을 조장하는 얘기였기 때문에 전 굉장히 실망스러웠고요이 정도면 장애인 이동권을 보장하고 있는 것 아니냐, 이런 논리로 보이는데 그건 어떻게 생각하십니까?☏ 장혜영 &gt; 전 이렇게 말씀을 드려볼게요☏ 진행자 &gt; 그동안 연대 측에서 장애인 권리를 위해서 꾸준히 목소리를 냈던 것으로 기억합니다☏ 진행자 &gt; 장애인 연대 측에서 요구하는 내용이 지하철 이동권에 한정된 내용은 아니죠인수위와 장애인 연대 사이에 어떤 대화가 오가야 될 걸로 보십니까?☏ 장혜영 &gt; 구체적인 예산에 대한 책임 있는 약속이 가장 중요하다고 생각합니다아주 구체적인 예산보장 요구안들에 대해서 책임 있는 답변을 제시하는 것, 그리고 또 이준석 대표의 이런 잘못된 발언을 통해서 우리 사회가 어떻게 이런 시위에 대한 존중하는 태도를 가져야 되는지에 대해서 또한 진정성 있고 보편가치를 존중하는 메시지가 준비돼야 한다고 생각합니다전국장애인차별철폐연대 지하철 시위에 대해서 정의당의 장혜영 의원과 같이 얘기 나눴습니다"
1072,1072,"이를 지켜보며 코로나 팬데믹 이전, 공교롭게도 발목 수술을 하신 어머니를 모시고 일본 규슈지역을 여행했던 기억이 났다장애인들이 가장 편리하게 이용할 수 있는 국내 여행지는 강원도 강릉시라고 한다무장애 관광도시 조성 사업은 장애인, 고령자, 임산부, 영유아 동반가족 등 관광 약자가 제약 없이 여행할 수 있는 기반을 마련하려는 목적으로 추진됐다재판매 및 DB 금지]     이보교 두리함께 대표는 ""패럴림픽이 열렸던 인프라를 갖춘 강릉은 장애인 여행에 가장 편리한 곳 중 한 곳""이라며 ""무장애 관광도시가 되면 더욱 편리한 여행이 가능할 것으로 기대된다""고 말했다그는 ""과거에는 여행이 장애인을 위한 복지의 차원이었지만, 이제는 장애인들도 비용을 얼마든지 내고서라도 관광을 즐기고 싶어한다""면서 ""장애인 여행이 복지 차원을 넘어서 산업적 측면에서 고려해야 할 대상으로 바라봐야 한다""고 지적했다"
1073,1073,"■ 진행 : 김영수 앵커, 엄지민 앵커■ 전화연결 : 김예지 / 국민의힘 의원* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다[앵커] 국민의힘 이준석 대표가 시민을 볼모로 잡는 무리한 방식의 시위를 거두라고 연일 비판하고 나섰는데 당 소속 의원은 시위에 참석해 무릎을 꿇고 사과했습니다오늘 시위에 참석한 국민의힘 김예지 의원, 전화로 연결돼 있습니다정치권에서 늘 지금까지 장애 관련 이슈 그리고 이렇게 감춰진 여러 가지 이슈에 대해서 사고가 나서 사망하시거나 아니면 중상을 입거나 이래서 보도가 되거나 아니면 이런 불편함을 감수하시면서 이런 분들이 집회나 선전전을 했을 때 언론에서 많은 보도를 해 주시고 이럴 경우에만 주목하시는 것들을 사실 국회 밖에서부터 봐왔고 이 점에 대해서 문제의식을 가지고 있었습니다그래서 누구의 얘기를 전달하는 게 아니라 제가 그분들이고 그분들이 저이기도 하죠그래서 제가 그 입장에 대해서 누구보다 공감을 합니다그런데 그런 것에 대해서 종합적으로 뭔가 목소리를 전달하기 위한 통로가 없기 때문에 이런 것을 통해서 하시는 것이었기 때문에 저는 그 모든 행보 하나하나가 저에게는 무겁게 다가왔고 그게 제가 이제는 단순히 활동가나 장애인의 입장이 아니라 정치권의 한 사람으로서 이것들을 어떻게 조율해 가야 하고 어떻게 조금 더 개선을 이끌어낼 수 있을까를 고민하는 관점에서 조금 더 무겁게 느꼈던 것 같습니다[김예지] 그것이 실제로 국민분들의 입장일 수 있습니다그런데 거기에 그런 발언을 통해서 굳이 하지 않아도 될 워딩을 선서해서 그런 어떻게 보면 이 일이 화나고 혐오를 가지고 계셨던 분들의 그런 입장을 공적으로 변호하고 그리고 어떻게 보면 거기서 좀 더 화나 혐오 감정을 키울 수 있는, 그래서 그것이 단순히 마음이 아니라 어떤 액션으로 나타날 수도 있는 그런 위협을 느끼는 분들이 실제로 계시기 때문에요[김예지] 이걸 엄밀히 분석하면 엘리베이터 설치 그리고 평생교육법 제정 등 그런 탈시설 제정 등으로 나눌 수 있겠지만 사실 이 모든 것은 한 개개인의 국민으로서의 권리입니다이것을 단순히 94%의 엘리베이터 설치가 돼 있기 때문에 이것이 필요 없다고 하기보다는 그 나머지 6%의 엘리베이터 설치가 안 되어 있는 곳을 위해서 우리가 어떻게 노력을 해야 될지그리고 지금 시내버스만 저상도입이 되고 있고 앞으로 사실 당선인께서 약속하신 부분이 있습니다시외버스까지 늘리고 또 다른 교통약자를 위한 특별교통수단도 확대하겠다는 그런 의지를 가지고 계시기 때문에 차기 정부 여당의 당대표로서는 그런 것에 대해서 소개하고 오히려 이런 것을 통해서 우리가 로드맵을 잘 설정하고 로드맵을 설정할 때 당사자의 목소리를 반영하면서 정말 진심으로 그분들의 입장을 공감하면서 함께할 수 있는 그런 입장 표명을 했었으면 더 좋았을 거다라는 조금 안타까움이 있습니다[김예지] 그 발언에도 문제가 있는데요[김예지] 국회에서 늘 법안을 개정하고 또 공동 발의를 하는 과정에서 다른 당 의원님들과는 소통하고 있었습니다그리고 저 또한 그분들이 하시는 일에 공동발의나 아니면 기자회견 등을 함께하면서 계속해서 협력을 하고 있었고요저의 제 개인적인 생각이 아니라 이런 것도 정책을 모아서 전달하는 역할 그리고 단순히 인수위뿐만 아니라 지금 현 정부에 또 차기 정부를 이끌어갈 부처와도 소통을 계속하고 있고요저희는 또 장애 관련 더불어민주당 의원님과 저희 국민의힘 이종성 의원님, 그리고 정의당 장혜영 의원님 해서 종종 이렇게 모여서 관심사항에 대한 얘기를 나누는 때가 있습니다"
1074,1074,"뉴시스    전국장애인차별철폐연대(전장연)의 장애인 이동권 보장을 위한 지하철 시위를 대놓고 비난한 이준석 국민의힘 대표를 향한 당안팎의 비판이 적지 않은 가운데 기독교 단체까지 나서 이 대표의 언행에 일침을 놓았다한국기독교교회협의회(NCCK) 장애인소위원회(위원장 황필규 목사)는 31일 ‘사회적 돌부리를 제거하라’는 제목의 성명을 내고 “장애인들의 요구는 우리 사회를 정의롭고 평화로운 사회로 만들어 가기 위한 최소한의 안전장치”라고 하면서 이 대표의 사과를 요구했다NCCK는 ‘너는 귀먹은 자를 저주하지 말며 맹인 앞에 장애물을 놓지 말고 네 하나님을 경외하라 나는 여호와이니라’(레위기 19:14)는 성경 구절을 언급하며, “최근 국민의힘 이준석 대표가 이동할 권리를 요구하며 지하철 출근시위를 벌이던 장애인들을 향해 차별과 혐오, 배제의 언사를 일삼은 사실에 대해 심각한 우려를 표한다”고 밝혔다단체는 “이들(장애인)이 따가운 눈총을 감수하면서까지 출근 시위를 벌일 수밖에 없었던 이유는, 문명국가인 대한민국 정부가 이 당연한 권리를 온전하게 보장하지 못하고 있기 때문”이라며 “그런데 이 대표는 ‘장애인의 일상적인 생활을 위한 이동권 투쟁이 수백만 서울시민의 아침을 볼모로 잡는 부조리에 관해 적극적으로 개입해야 한다’, ‘최대 다수의 불행과 불편을 야기해야 본인들의 주장이 관철된다는 비문명적 관점으로 불법 시위를 지속하고 있다’ 등의 발언을 일삼으며 고집스럽게 자신의 발언을 정당화하고 있다”고 비판했다그러면서 “(이 대표는) 이제라도 자신의 인식의 모순과 무지를 깨닫고 장애인 혐오와 차별 발언에 대해 당사자들과 국민 앞에 머리 숙여 사과하라”고 요구했다"
1075,1075,JTBC 화면 캡처이준석 국민의힘 대표가 30일 전국장애인차별철폐연대(전장연)의 지하철 시위를 두고 “지난 3~4개월 동안 어느 정치인도 이걸 지적하지 않았다는 것은 오히려 그들이 이 문제에 있어 굉장히 비겁했다는 것”이라고 강경한 입장을 이어갔다그러면서 “그런데 그게 아니라 지금까지 이 논쟁에 있어 시위 방식이 ‘이렇게 되어선 안 된다 시위 중지하라’라고 SNS상으로 제 입장을 명확히 밝혔고 거기에 대해 응답하길 기대했던 것”이라며 “이것보다 온건한 지적 방식이 어디 있겠느냐”고 반문했다그러면서 이 대표는 장애인 이동권 보장을 위한 공약을 입안한 사실도 강조했다
1076,1076,김예지 국민의힘 의원이 28일 서울 지하철 3호선 경복궁역에서 전국장애인차별철폐연대(전장연)의 25차 ‘출근길 지하철 탑니다‘ 운동에 참석해 인사말을 하고 있다전장연은 지난해 말부터 이달까지 장애인 이동권 보장과 장애인 권리예산 반영 등을 요구하는 ‘출근길 지하철 탑니다‘ 운동을 24차례 벌여왔다국민의힘 김예지 의원이 바닥에 무릎을 꿇었다이날 김 의원은 전국장애인차별철폐연대(전장연)가 주최한 장애인 이동권 보장을 위한 선전전에 참여해 시작 전 6분간 연설을 했다앞서 이 대표는 장애인들의 지하철 시위에 대해 “불특정 다수의 불편을 볼모 삼는 시위방식”이라며 비판했다
1077,1077,"이준석 ""전장연, 최대 다수의 불행과 불편 야기해 비문명적 관점으로 불법시위 지속"" ""'최대다수의 불편'에 의존하는 사회가 문명인가""  최진봉 ""갈라치기로 자기 정치 이득 획득하려 해그 정치 어떻게 믿을 수 있나""""사회가 차별이나 갈라치기 없이 하나 되게 하는 게 정치""""집권여당이 되면 노력하겠다고 했지만 말 바뀌기 행태 보여"" [사진=연합뉴스]이준석 국민의힘 대표는 28일 전국장애인차별철폐연대(전장연)의 출근길 지하철 시위를 '비문명적 불법시위'라며 중단하라고 연일 비판했다이 대표는 이날 오전 여의도 국회에서 열린 당 최고위원회의에서 ""전국장애인차별철폐연대(전장연)이라는 단체는 최대 다수의 불행과 불편을 야기해야 본인들의 주장이 관철된다는 비문명적 관점으로 불법시위를 지속하고 있다""고 비판했다이에 대해 최진봉 성공회대 교수는 ""전장연과 일반 시민의 갈라치기를 통해 이 대표가 정치적으로 이해관계가 맞아떨어져서 본인에게 유리한 환경을 만들겠다는 것으로 보인다""고 비판했다한편 이날 시각장애인 비례대표인 김예지 국민의힘 의원은 전장연의 출근길 지하철 시위에 참여해 이 대표가 '불특정 다수의 불편을 볼모 삼는 시위방식'이라고 말한 것에 대해 ""정치인의 한 사람으로서 책임을 통감한다"
1078,1078,"앵커가 ""곧 집권하게 될 여당의 대표가 볼모 혹은 공권력을 언급하면서 이걸 무력화해야 된다는 취지의 언급을 한 것은 혹시라도 혐오를 조장할 수 있다는 생각은 하지 않았는가?""라고 묻자 이준석 대표는 ""저는 혐오라는 단어는 굉장히 무겁게 써야 하는 단어라고 생각한다▶이어 앵커가 이준석 대표의 관련 페이스북 글을 두고 ""일부 대중의 감정을 선동하고 분노를 부추겨서 그 분노를 자기에 대한 지지율로 끌어올리고 있다는 의견이 있다""며 어제인 29일 진중권 전 교수가 CBS 라디오 '한판승부'에서 언급한 주장을 제시, 이에 대한 입장을 물었다그러자 이준석 대표는 ""진중권 교수가 저런 글을 썼다고 해서 저게 정론은 아닐 것이다앞으로 이런 상황에서 대중의 불편을 담보로 시위를 하는 방식에 대해 진중권 교수가 찬성하는지를 밝혀야 한다""고 요구했다"
1079,1079,"“뭐에 대해 사과하라는 것인지 명시적으로 요구하라”전장연, 전날 인수위 인사들 만나 “이준석, 왜곡된 방식으로 말해”        이준석 국민의힘 대표가 30일 출퇴근 시간대 서울 지하철에서 승·하차 시위를 벌인 ‘전국장애인차별철폐연대(전장연)’의 사과 요구에 대해 거부 의사를 밝혔다그러면서 임 의원은 전장연이 지하철 시위를 멈춰줄 것을 요구했다앞서 이 대표는 지하철 시위를 벌이는 전장연을 향해 “최대 다수의 불행과 불편을 야기해야 본인들의 주장이 관철된다는 비문명적 관점으로 불법 시위를 지속하고 있다”고 했다"
1080,1080,"최주연 기자이준석 국민의힘 대표가 전국장애인차별철폐연대(전장연)의 장애인 이동권 시위를 향한 공격을 계속하는 가운데 박경석 전장연 공동대표는 이 대표를 향해 ""당대표가 말하는 방식으로 부적절하다고 생각한다""며 ""현상만 보는 것이 아니라 원인과 해결 방법을 이야기하는 것이 정치 책임자""라고 지적했다29일 TBS 라디오 '신장식의 신장개업'에 출연한 박 대표는 이준석 대표의 '불특정다수의 불편을 볼모로 삼는 시위'라는 비판에 ""개인이 그렇게 이야기했다면 이해할 수 있지만 당대표이지 않나""라면서 ""시내 골목에서 그냥 술잔 기울이는 이야기도 아니고 당대표가 그런 방식으로 표현하는 것은 가장 부적절한 방식""이라고 말했다한국일보 자료사진이 대표의 '박원순 전 서울시장이 약속한 것을 오세훈 시장에게 따지느냐'라는 취지의 주장에도 박 대표는 '지하철 역사 엘리베이터 100% 설치' 약속은 2002년 이명박 당시 서울시장이 처음 약속한 것이라고 반박했다한국일보 자료사진박 대표는 ""저상버스 도입은 법으로 정해져 있지만 지하철은 온전히 서울시 책임""이라면서 ""13%에서 94%가 됐으니 조금 기다리라는 얘긴데, 그 말 하기 전에 두 번의 약속과 두 번의 약속을 지키지 않은 이명박, 오세훈, 박원순 그리고 오세훈으로 이어지는 서울시의 책임에 사과부터 해야 한다""고 비판했다오세훈 서울시장을 향해서도 박 대표는 ""진짜 동문서답""이라면서 ""우리는 지하철에 엘리베이터뿐 아니라 수도권 특별교통수단 운영으로 시외버스 수단을 대체할 장애인 콜택시에 대해서 요구해 왔다""면서 ""2년째 요구하고 있는 내용인데 이건 답이 없다""고 말했다"
